step,step_loss,lr
1066,0.086779,0.00005314
1067,0.222913,0.00005305
1068,0.109792,0.00005297
1069,0.109125,0.00005288
1070,0.178976,0.00005279
1071,0.146999,0.00005270
1072,0.104723,0.00005262
1073,0.164682,0.00005253
1074,0.181793,0.00005244
1075,0.137018,0.00005236
1076,0.148696,0.00005227
1077,0.187178,0.00005218
1078,0.041272,0.00005209
1079,0.139252,0.00005201
1080,0.126776,0.00005192
1081,0.136803,0.00005183
1082,0.139859,0.00005174
1083,0.260866,0.00005166
1084,0.151114,0.00005157
1085,0.412985,0.00005148
1086,0.093497,0.00005140
1087,0.072600,0.00005131
1088,0.123811,0.00005122
1089,0.147669,0.00005113
1090,0.104789,0.00005105
1091,0.080097,0.00005096
1092,0.274564,0.00005087
1093,0.066572,0.00005079
1094,0.129063,0.00005070
1095,0.202324,0.00005061
1096,0.254592,0.00005052
1097,0.100688,0.00005044
1098,0.110954,0.00005035
1099,0.168954,0.00005026
1100,0.193802,0.00005017
1101,0.092458,0.00005009
1102,0.105773,0.00005000
1103,0.134332,0.00004991
1104,0.200981,0.00004983
1105,0.125955,0.00004974
1106,0.118232,0.00004965
1107,0.101390,0.00004956
1108,0.076012,0.00004948
1109,0.083245,0.00004939
1110,0.089126,0.00004930
1111,0.042209,0.00004921
1112,0.127290,0.00004913
1113,0.098913,0.00004904
1114,0.097988,0.00004895
1115,0.066976,0.00004887
1116,0.092266,0.00004878
1117,0.169339,0.00004869
1118,0.084877,0.00004860
1119,0.110044,0.00004852
1120,0.043397,0.00004843
1121,0.056476,0.00004834
1122,0.120642,0.00004826
1123,0.156943,0.00004817
1124,0.162699,0.00004808
1125,0.087455,0.00004799
1126,0.133373,0.00004791
1127,0.208392,0.00004782
1128,0.153774,0.00004773
1129,0.122750,0.00004764
1130,0.169052,0.00004756
1131,0.045606,0.00004747
1132,0.101241,0.00004738
1133,0.105202,0.00004730
1134,0.045568,0.00004721
1135,0.197544,0.00004712
1136,0.111505,0.00004703
1137,0.188393,0.00004695
1138,0.166986,0.00004686
1139,0.208108,0.00004677
1140,0.062718,0.00004669
1141,0.094830,0.00004660
1142,0.182149,0.00004651
1143,0.053775,0.00004643
1144,0.071972,0.00004634
1145,0.103496,0.00004625
1146,0.082212,0.00004616
1147,0.153456,0.00004608
1148,0.042361,0.00004599
1149,0.111250,0.00004590
1150,0.122312,0.00004582
1151,0.176818,0.00004573
1152,0.156736,0.00004564
1153,0.137723,0.00004556
1154,0.140826,0.00004547
1155,0.140260,0.00004538
1156,0.106038,0.00004529
1157,0.122720,0.00004521
1158,0.066963,0.00004512
1159,0.142339,0.00004503
1160,0.101063,0.00004495
1161,0.135617,0.00004486
1162,0.380527,0.00004477
1163,0.085606,0.00004469
1164,0.203823,0.00004460
1165,0.134135,0.00004451
1166,0.134736,0.00004443
1167,0.155098,0.00004434
1168,0.122339,0.00004425
1169,0.057160,0.00004417
1170,0.164196,0.00004408
1171,0.136132,0.00004399
1172,0.059919,0.00004391
1173,0.094149,0.00004382
1174,0.207221,0.00004373
1175,0.232975,0.00004365
1176,0.177536,0.00004356
1177,0.163230,0.00004347
1178,0.057058,0.00004339
1179,0.106895,0.00004330
1180,0.182846,0.00004321
1181,0.105373,0.00004313
1182,0.171687,0.00004304
1183,0.025976,0.00004295
1184,0.177786,0.00004287
1185,0.107791,0.00004278
1186,0.153372,0.00004270
1187,0.046145,0.00004261
1188,0.280699,0.00004252
1189,0.113121,0.00004244
1190,0.097312,0.00004235
1191,0.069454,0.00004226
1192,0.254899,0.00004218
1193,0.103390,0.00004209
1194,0.126870,0.00004201
1195,0.140365,0.00004192
1196,0.097815,0.00004183
1197,0.209880,0.00004175
1198,0.142484,0.00004166
1199,0.075724,0.00004158
1200,0.151880,0.00004149
1201,0.049929,0.00004140
1202,0.203791,0.00004132
1203,0.117448,0.00004123
1204,0.087510,0.00004115
1205,0.211685,0.00004106
1206,0.267120,0.00004097
1207,0.129654,0.00004089
1208,0.159496,0.00004080
1209,0.137201,0.00004072
1210,0.176233,0.00004063
1211,0.146896,0.00004055
1212,0.163132,0.00004046
1213,0.084465,0.00004037
1214,0.102253,0.00004029
1215,0.086047,0.00004020
1216,0.099482,0.00004012
1217,0.139042,0.00004003
1218,0.148021,0.00003995
1219,0.091964,0.00003986
1220,0.214622,0.00003978
1221,0.156643,0.00003969
1222,0.088191,0.00003960
1223,0.089664,0.00003952
1224,0.093063,0.00003943
1225,0.198957,0.00003935
1226,0.240239,0.00003926
1227,0.097989,0.00003918
1228,0.163796,0.00003909
1229,0.082639,0.00003901
1230,0.129803,0.00003892
1231,0.186111,0.00003884
1232,0.215372,0.00003875
1233,0.195097,0.00003867
1234,0.035749,0.00003858
1235,0.190678,0.00003850
1236,0.060897,0.00003841
1237,0.062217,0.00003833
1238,0.165550,0.00003824
1239,0.067979,0.00003816
1240,0.178483,0.00003807
1241,0.098252,0.00003799
1242,0.197053,0.00003790
1243,0.209161,0.00003782
1244,0.110736,0.00003773
1245,0.168440,0.00003765
1246,0.068055,0.00003757
1247,0.091365,0.00003748
1248,0.095028,0.00003740
1249,0.212587,0.00003731
1250,0.144212,0.00003723
1251,0.087549,0.00003714
1252,0.146787,0.00003706
1253,0.027418,0.00003697
1254,0.125895,0.00003689
1255,0.204820,0.00003681
1256,0.157226,0.00003672
1257,0.083875,0.00003664
1258,0.152827,0.00003655
1259,0.109168,0.00003647
1260,0.070332,0.00003639
1261,0.162107,0.00003630
1262,0.140468,0.00003622
1263,0.107772,0.00003613
1264,0.070033,0.00003605
1265,0.128188,0.00003597
1266,0.111200,0.00003588
1267,0.094678,0.00003580
1268,0.112557,0.00003572
1269,0.083960,0.00003563
1270,0.081866,0.00003555
1271,0.160615,0.00003546
1272,0.197477,0.00003538
1273,0.073574,0.00003530
1274,0.336272,0.00003521
1275,0.141563,0.00003513
1276,0.150047,0.00003505
1277,0.166911,0.00003496
1278,0.159541,0.00003488
1279,0.148854,0.00003480
1280,0.180985,0.00003472
1281,0.040122,0.00003463
1282,0.057322,0.00003455
1283,0.040828,0.00003447
1284,0.114484,0.00003438
1285,0.142720,0.00003430
1286,0.101646,0.00003422
1287,0.137679,0.00003413
1288,0.121020,0.00003405
1289,0.168000,0.00003397
1290,0.108033,0.00003389
1291,0.111758,0.00003380
1292,0.185859,0.00003372
1293,0.155001,0.00003364
1294,0.148763,0.00003356
1295,0.162302,0.00003347
1296,0.221411,0.00003339
1297,0.126758,0.00003331
1298,0.127879,0.00003323
1299,0.153723,0.00003315
1300,0.252656,0.00003306
1301,0.105229,0.00003298
1302,0.333893,0.00003290
1303,0.140720,0.00003282
1304,0.070783,0.00003274
1305,0.184618,0.00003265
1306,0.054224,0.00003257
1307,0.069013,0.00003249
1308,0.124435,0.00003241
1309,0.153457,0.00003233
1310,0.122410,0.00003224
1311,0.172895,0.00003216
1312,0.068547,0.00003208
1313,0.175320,0.00003200
1314,0.120539,0.00003192
1315,0.091060,0.00003184
1316,0.141545,0.00003176
1317,0.068796,0.00003167
1318,0.200855,0.00003159
1319,0.170467,0.00003151
1320,0.148268,0.00003143
1321,0.083194,0.00003135
1322,0.125280,0.00003127
1323,0.174238,0.00003119
1324,0.098910,0.00003111
1325,0.088193,0.00003103
1326,0.038582,0.00003095
1327,0.132477,0.00003087
1328,0.156856,0.00003079
1329,0.071632,0.00003070
1330,0.197790,0.00003062
1331,0.078849,0.00003054
1332,0.152760,0.00003046
1333,0.086335,0.00003038
1334,0.082426,0.00003030
1335,0.100686,0.00003022
1336,0.134220,0.00003014
1337,0.146763,0.00003006
1338,0.266051,0.00002998
1339,0.066976,0.00002990
1340,0.208906,0.00002982
1341,0.213842,0.00002974
1342,0.088132,0.00002966
1343,0.134226,0.00002958
1344,0.200572,0.00002950
1345,0.100893,0.00002942
1346,0.150695,0.00002934
1347,0.165452,0.00002927
1348,0.114887,0.00002919
1349,0.045516,0.00002911
1350,0.114045,0.00002903
1351,0.328978,0.00002895
1352,0.213583,0.00002887
1353,0.063532,0.00002879
1354,0.046555,0.00002871
1355,0.118108,0.00002863
1356,0.046170,0.00002855
1357,0.113584,0.00002847
1358,0.228110,0.00002840
1359,0.087619,0.00002832
1360,0.102391,0.00002824
1361,0.062820,0.00002816
1362,0.198283,0.00002808
1363,0.120799,0.00002800
1364,0.158477,0.00002792
1365,0.018176,0.00002785
1366,0.162792,0.00002777
1367,0.084554,0.00002769
1368,0.134221,0.00002761
1369,0.128837,0.00002753
1370,0.036363,0.00002746
1371,0.223218,0.00002738
1372,0.039753,0.00002730
1373,0.238337,0.00002730
1374,0.146350,0.00002722
1375,0.117052,0.00002715
1376,0.208140,0.00002707
1377,0.076051,0.00002699
1378,0.102711,0.00002691
1379,0.077250,0.00002684
1380,0.107242,0.00002676
1381,0.162837,0.00002668
1382,0.175702,0.00002660
1383,0.076951,0.00002653
1384,0.098120,0.00002645
1385,0.147914,0.00002637
1386,0.407533,0.00002630
1387,0.130429,0.00002622
1388,0.128293,0.00002614
1389,0.137170,0.00002607
1390,0.169817,0.00002599
1391,0.152113,0.00002591
1392,0.142353,0.00002584
1393,0.095409,0.00002576
1394,0.087499,0.00002568
1395,0.090636,0.00002561
1396,0.139275,0.00002553
1397,0.047362,0.00002545
1398,0.104022,0.00002538
1399,0.094976,0.00002530
1400,0.374004,0.00002523
1401,0.104484,0.00002515
1402,0.115807,0.00002508
1403,0.106081,0.00002500
1404,0.240579,0.00002492
1405,0.174586,0.00002485
1406,0.096514,0.00002477
1407,0.021579,0.00002470
1408,0.093006,0.00002462
1409,0.129170,0.00002455
1410,0.121873,0.00002447
1411,0.213835,0.00002440
1412,0.087805,0.00002432
1413,0.104012,0.00002425
1414,0.033865,0.00002417
1415,0.139566,0.00002410
1416,0.113570,0.00002402
1417,0.107670,0.00002395
1418,0.202206,0.00002388
1419,0.078053,0.00002380
1420,0.214840,0.00002373
1421,0.068331,0.00002365
1422,0.053747,0.00002358
1423,0.137342,0.00002350
1424,0.143374,0.00002343
1425,0.103659,0.00002336
1426,0.143952,0.00002328
1427,0.109029,0.00002321
1428,0.072325,0.00002314
1429,0.132014,0.00002306
1430,0.046352,0.00002299
1431,0.147664,0.00002291
1432,0.115000,0.00002284
1433,0.124157,0.00002277
1434,0.099278,0.00002269
1435,0.047842,0.00002262
1436,0.128613,0.00002255
1437,0.150000,0.00002248
1438,0.131057,0.00002240
1439,0.103698,0.00002233
1440,0.087108,0.00002226
1441,0.151283,0.00002219
1442,0.044583,0.00002211
1443,0.131191,0.00002204
1444,0.122451,0.00002197
1445,0.106775,0.00002190
1446,0.105254,0.00002182
1447,0.215107,0.00002175
1448,0.056219,0.00002168
1449,0.056584,0.00002161
1450,0.293221,0.00002154
1451,0.061523,0.00002146
1452,0.164666,0.00002139
1453,0.114314,0.00002132
1454,0.096700,0.00002125
1455,0.097781,0.00002118
1456,0.135651,0.00002111
1457,0.140468,0.00002104
1458,0.208841,0.00002096
1459,0.138727,0.00002089
1460,0.118643,0.00002082
1461,0.112302,0.00002075
1462,0.098600,0.00002068
1463,0.015341,0.00002061
1464,0.129880,0.00002054
1465,0.164814,0.00002047
1466,0.101239,0.00002040
1467,0.181908,0.00002033
1468,0.127903,0.00002026
1469,0.174631,0.00002019
1470,0.037643,0.00002012
1471,0.061437,0.00002005
1472,0.107167,0.00001998
1473,0.153770,0.00001991
1474,0.053984,0.00001984
1475,0.113111,0.00001977
1476,0.205056,0.00001970
1477,0.094255,0.00001963
1478,0.093631,0.00001956
1479,0.200921,0.00001949
1480,0.295131,0.00001942
1481,0.195074,0.00001935
1482,0.071624,0.00001929
1483,0.155595,0.00001922
1484,0.196946,0.00001915
1485,0.146551,0.00001908
1486,0.103351,0.00001901
1487,0.158085,0.00001894
1488,0.069557,0.00001887
1489,0.100927,0.00001881
1490,0.172514,0.00001874
1491,0.050995,0.00001867
1492,0.064483,0.00001860
1493,0.122875,0.00001853
1494,0.113093,0.00001847
1495,0.101328,0.00001840
1496,0.143413,0.00001833
1497,0.129165,0.00001826
1498,0.246469,0.00001820
1499,0.101620,0.00001813
1500,0.131878,0.00001806
1501,0.090868,0.00001799
1502,0.162164,0.00001793
1503,0.153214,0.00001786
1504,0.146266,0.00001779
1505,0.101250,0.00001773
1506,0.141381,0.00001766
1507,0.183661,0.00001759
1508,0.072143,0.00001753
1509,0.111316,0.00001746
1510,0.055069,0.00001740
1511,0.162600,0.00001733
1512,0.050581,0.00001726
1513,0.123730,0.00001720
1514,0.079748,0.00001713
1515,0.119847,0.00001707
1516,0.098725,0.00001700
1517,0.100011,0.00001693
1518,0.188977,0.00001687
1519,0.104979,0.00001680
1520,0.096818,0.00001674
1521,0.153415,0.00001667
1522,0.118446,0.00001661
1523,0.216486,0.00001654
1524,0.062104,0.00001648
1525,0.146515,0.00001641
1526,0.050957,0.00001635
1527,0.123405,0.00001628
1528,0.154290,0.00001622
1529,0.121270,0.00001616
1530,0.104894,0.00001609
1531,0.113203,0.00001603
1532,0.125278,0.00001596
1533,0.041451,0.00001590
1534,0.177166,0.00001584
1535,0.109947,0.00001577
1536,0.083150,0.00001571
1537,0.117390,0.00001565
1538,0.097888,0.00001558
1539,0.034595,0.00001552
1540,0.203665,0.00001546
1541,0.146355,0.00001539
1542,0.070791,0.00001533
1543,0.149045,0.00001527
1544,0.194198,0.00001520
1545,0.191912,0.00001514
1546,0.156533,0.00001508
1547,0.188751,0.00001502
1548,0.119276,0.00001495
1549,0.051723,0.00001489
1550,0.137993,0.00001483
1551,0.127370,0.00001477
1552,0.091621,0.00001471
1553,0.180682,0.00001464
1554,0.040469,0.00001458
1555,0.182975,0.00001452
1556,0.114563,0.00001446
1557,0.142185,0.00001440
1558,0.075806,0.00001434
1559,0.208590,0.00001428
1560,0.055463,0.00001422
1561,0.038543,0.00001415
1562,0.035478,0.00001409
1563,0.124410,0.00001403
1564,0.074362,0.00001397
1565,0.242318,0.00001391
1566,0.093990,0.00001385
1567,0.112774,0.00001379
1568,0.150920,0.00001373
1569,0.222869,0.00001367
1570,0.197987,0.00001361
1571,0.149567,0.00001355
1572,0.153404,0.00001349
1573,0.136953,0.00001343
1574,0.076627,0.00001337
1575,0.133438,0.00001331
1576,0.158803,0.00001325
1577,0.146349,0.00001320
1578,0.149372,0.00001314
1579,0.221124,0.00001308
1580,0.166163,0.00001302
1581,0.107022,0.00001296
1582,0.028518,0.00001290
1583,0.139335,0.00001284
1584,0.118621,0.00001278
1585,0.075594,0.00001273
1586,0.101375,0.00001267
1587,0.083840,0.00001261
1588,0.204431,0.00001255
1589,0.070677,0.00001249
1590,0.120457,0.00001244
1591,0.130005,0.00001238
1592,0.153068,0.00001232
1593,0.059609,0.00001226
1594,0.132797,0.00001221
1595,0.132519,0.00001215
1596,0.169974,0.00001209
1597,0.072348,0.00001204
1598,0.131860,0.00001198
1599,0.107033,0.00001192
1600,0.262478,0.00001187
1601,0.135772,0.00001181
1602,0.135863,0.00001175
1603,0.037954,0.00001170
1604,0.198659,0.00001164
1605,0.130346,0.00001159
1606,0.135745,0.00001153
1607,0.101477,0.00001147
1608,0.092768,0.00001142
1609,0.035671,0.00001136
1610,0.225617,0.00001131
1611,0.081046,0.00001125
1612,0.076381,0.00001120
1613,0.132409,0.00001114
1614,0.118145,0.00001109
1615,0.101462,0.00001103
1616,0.144932,0.00001098
1617,0.109336,0.00001092
1618,0.147797,0.00001087
1619,0.123601,0.00001082
1620,0.077557,0.00001076
1621,0.158701,0.00001071
1622,0.149336,0.00001065
1623,0.113328,0.00001060
1624,0.084815,0.00001055
1625,0.084858,0.00001049
1626,0.201316,0.00001044
1627,0.104572,0.00001039
1628,0.184324,0.00001033
1629,0.117726,0.00001028
1630,0.128359,0.00001023
1631,0.065899,0.00001017
1632,0.136795,0.00001012
1633,0.095468,0.00001007
1634,0.197651,0.00001002
1635,0.099772,0.00000996
1636,0.109179,0.00000991
1637,0.236868,0.00000986
1638,0.012305,0.00000981
1639,0.105728,0.00000976
1640,0.099934,0.00000970
1641,0.147093,0.00000965
1642,0.131151,0.00000960
1643,0.062855,0.00000955
1644,0.062001,0.00000950
1645,0.003173,0.00000945
1646,0.164565,0.00000940
1647,0.119889,0.00000934
1648,0.216928,0.00000929
1649,0.182752,0.00000924
1650,0.202098,0.00000919
1651,0.165603,0.00000914
1652,0.046830,0.00000909
1653,0.177071,0.00000904
1654,0.194314,0.00000899
1655,0.069394,0.00000894
1656,0.045524,0.00000889
1657,0.104826,0.00000884
1658,0.095940,0.00000879
1659,0.036268,0.00000874
1660,0.095868,0.00000870
1661,0.199841,0.00000865
1662,0.083128,0.00000860
1663,0.044546,0.00000855
1664,0.187345,0.00000850
1665,0.122363,0.00000845
1666,0.298432,0.00000840
1667,0.101428,0.00000835
1668,0.059860,0.00000831
1669,0.162076,0.00000826
1670,0.140694,0.00000821
1671,0.109269,0.00000816
1672,0.189965,0.00000811
1673,0.173443,0.00000807
1674,0.126525,0.00000802
1675,0.055270,0.00000797
1676,0.084465,0.00000792
1677,0.075722,0.00000788
1678,0.073677,0.00000783
1679,0.126187,0.00000778
1680,0.148379,0.00000774
1681,0.145375,0.00000769
1682,0.142873,0.00000764
1683,0.117019,0.00000760
1684,0.118658,0.00000755
1685,0.060560,0.00000751
1686,0.062088,0.00000746
1687,0.204530,0.00000741
1688,0.179112,0.00000737
1689,0.067439,0.00000732
1690,0.158349,0.00000728
1691,0.055828,0.00000723
1692,0.233310,0.00000719
1693,0.195625,0.00000714
1694,0.205766,0.00000710
1695,0.127192,0.00000705
1696,0.109465,0.00000701
1697,0.154618,0.00000696
1698,0.191333,0.00000692
1699,0.129240,0.00000687
1700,0.258761,0.00000683
1701,0.339870,0.00000679
1702,0.123804,0.00000674
1703,0.143406,0.00000670
1704,0.178190,0.00000666
1705,0.104989,0.00000661
1706,0.055962,0.00000657
1707,0.057590,0.00000653
1708,0.196624,0.00000648
1709,0.060527,0.00000644
1710,0.224874,0.00000640
1711,0.105515,0.00000635
1712,0.129989,0.00000631
1713,0.047056,0.00000627
1714,0.243122,0.00000623
1715,0.141256,0.00000618
1716,0.265093,0.00000614
1717,0.117011,0.00000610
1718,0.247461,0.00000606
1719,0.069177,0.00000602
1720,0.055422,0.00000598
1721,0.068878,0.00000593
1722,0.280199,0.00000589
1723,0.110740,0.00000585
1724,0.087539,0.00000581
1725,0.116015,0.00000577
1726,0.095761,0.00000573
1727,0.160300,0.00000569
1728,0.121445,0.00000565
1729,0.211957,0.00000561
1730,0.153358,0.00000557
1731,0.108575,0.00000553
1732,0.134053,0.00000549
1733,0.102728,0.00000545
1734,0.147206,0.00000541
1735,0.132681,0.00000537
1736,0.063185,0.00000533
1737,0.121010,0.00000529
1738,0.093694,0.00000525
1739,0.122281,0.00000521
1740,0.143506,0.00000518
1741,0.076663,0.00000514
1742,0.131122,0.00000510
1743,0.062731,0.00000506
1744,0.154298,0.00000502
1745,0.165725,0.00000498
1746,0.112140,0.00000495
1747,0.145646,0.00000491
1748,0.169787,0.00000487
1749,0.176363,0.00000483
1750,0.249681,0.00000480
1751,0.139865,0.00000476
1752,0.173949,0.00000472
1753,0.080736,0.00000468
1754,0.180906,0.00000465
1755,0.204774,0.00000461
1756,0.160074,0.00000457
1757,0.160642,0.00000454
1758,0.186778,0.00000450
1759,0.123920,0.00000447
1760,0.075411,0.00000443
1761,0.113961,0.00000439
1762,0.049746,0.00000436
1763,0.125516,0.00000432
1764,0.245933,0.00000429
1765,0.048301,0.00000425
1766,0.080822,0.00000422
1767,0.089525,0.00000418
1768,0.058967,0.00000415
1769,0.152313,0.00000411
1770,0.115914,0.00000408
1771,0.181208,0.00000404
1772,0.182343,0.00000401
1773,0.133903,0.00000397
1774,0.130319,0.00000394
1775,0.151439,0.00000391
1776,0.153624,0.00000387
1777,0.161691,0.00000384
1778,0.143264,0.00000381
1779,0.099751,0.00000377
1780,0.106560,0.00000374
1781,0.119114,0.00000371
1782,0.100676,0.00000367
1783,0.120875,0.00000364
1784,0.087320,0.00000361
1785,0.114635,0.00000358
1786,0.127494,0.00000354
1787,0.040605,0.00000351
1788,0.147174,0.00000348
1789,0.229238,0.00000345
1790,0.134311,0.00000342
1791,0.146502,0.00000338
1792,0.370982,0.00000335
1793,0.038618,0.00000332
1794,0.295622,0.00000329
1795,0.157088,0.00000326
1796,0.110923,0.00000323
1797,0.187608,0.00000320
1798,0.129037,0.00000317
1799,0.143601,0.00000314
1800,0.122728,0.00000311
1801,0.198237,0.00000308
1802,0.100825,0.00000305
1803,0.157662,0.00000302
1804,0.060340,0.00000299
1805,0.144003,0.00000296
1806,0.035822,0.00000293
1807,0.049133,0.00000290
1808,0.083191,0.00000287
1809,0.184144,0.00000284
1810,0.186231,0.00000281
1811,0.107990,0.00000278
1812,0.250069,0.00000275
1813,0.119469,0.00000272
1814,0.040376,0.00000270
1815,0.168063,0.00000267
1816,0.177150,0.00000264
1817,0.195369,0.00000261
1818,0.101088,0.00000258
1819,0.122579,0.00000256
1820,0.109563,0.00000253
1821,0.159060,0.00000250
1822,0.196812,0.00000247
1823,0.145194,0.00000245
1824,0.106347,0.00000242
1825,0.064698,0.00000239
1826,0.126430,0.00000237
1827,0.088088,0.00000234
1828,0.152161,0.00000231
1829,0.095392,0.00000229
1830,0.091737,0.00000226
1831,0.161397,0.00000224
1832,0.144987,0.00000221
1833,0.210919,0.00000218
1834,0.054196,0.00000216
1835,0.106735,0.00000213
1836,0.150856,0.00000211
1837,0.157485,0.00000208
1838,0.062918,0.00000206
1839,0.099187,0.00000203
1840,0.204283,0.00000201
1841,0.173732,0.00000199
1842,0.141258,0.00000196
1843,0.096500,0.00000194
1844,0.087132,0.00000191
1845,0.108090,0.00000189
1846,0.192827,0.00000187
1847,0.150168,0.00000184
1848,0.061398,0.00000182
1849,0.121019,0.00000180
1850,0.163025,0.00000177
1851,0.110956,0.00000175
1852,0.197390,0.00000173
1853,0.078450,0.00000170
1854,0.100078,0.00000168
1855,0.020522,0.00000166
1856,0.052522,0.00000164
1857,0.151931,0.00000161
1858,0.043810,0.00000159
1859,0.045688,0.00000157
1860,0.234417,0.00000155
1861,0.175149,0.00000153
1862,0.128488,0.00000151
1863,0.146203,0.00000149
1864,0.065076,0.00000146
1865,0.099528,0.00000144
1866,0.097678,0.00000142
1867,0.118236,0.00000140
1868,0.194012,0.00000138
1869,0.017818,0.00000136
1870,0.040547,0.00000134
1871,0.156568,0.00000132
1872,0.109737,0.00000130
1873,0.070545,0.00000128
1874,0.148112,0.00000126
1875,0.037740,0.00000124
1876,0.012874,0.00000122
1877,0.125465,0.00000120
1878,0.224864,0.00000119
1879,0.196734,0.00000117
1880,0.154964,0.00000115
1881,0.078503,0.00000113
1882,0.114017,0.00000111
1883,0.049667,0.00000109
1884,0.032449,0.00000107
1885,0.142928,0.00000106
1886,0.251946,0.00000104
1887,0.140133,0.00000102
1888,0.148919,0.00000100
1889,0.062792,0.00000099
1890,0.292636,0.00000097
1891,0.269764,0.00000095
1892,0.115802,0.00000094
1893,0.154199,0.00000092
1894,0.083956,0.00000090
1895,0.120300,0.00000089
1896,0.141084,0.00000087
1897,0.157449,0.00000085
1898,0.069516,0.00000084
1899,0.155095,0.00000082
1900,0.158068,0.00000081
1901,0.100261,0.00000079
1902,0.272983,0.00000077
1903,0.087730,0.00000076
1904,0.152985,0.00000074
1905,0.146917,0.00000073
1906,0.117535,0.00000071
1907,0.082871,0.00000070
1908,0.172552,0.00000069
1909,0.193487,0.00000067
1910,0.140491,0.00000066
1911,0.037366,0.00000064
1912,0.108543,0.00000063
1913,0.235176,0.00000062
1914,0.060734,0.00000060
1915,0.103194,0.00000059
1916,0.100115,0.00000058
1917,0.145395,0.00000056
1918,0.241264,0.00000055
1919,0.165351,0.00000054
1920,0.115488,0.00000052
1921,0.090427,0.00000051
1922,0.130586,0.00000050
1923,0.167013,0.00000049
1924,0.234447,0.00000047
1925,0.207684,0.00000046
1926,0.187720,0.00000045
1927,0.163983,0.00000044
1928,0.159317,0.00000043
1929,0.088011,0.00000042
1930,0.171530,0.00000041
1931,0.130051,0.00000039
1932,0.010910,0.00000038
1933,0.272830,0.00000037
1934,0.189178,0.00000036
1935,0.079627,0.00000035
1936,0.098761,0.00000034
1937,0.116566,0.00000033
1938,0.144266,0.00000032
1939,0.116634,0.00000031
1940,0.099601,0.00000030
1941,0.063516,0.00000029
1942,0.095241,0.00000028
1943,0.223934,0.00000027
1944,0.128203,0.00000026
1945,0.057980,0.00000026
1946,0.144420,0.00000025
1947,0.187685,0.00000024
1948,0.091845,0.00000023
1949,0.154162,0.00000022
1950,0.121633,0.00000021
1951,0.123231,0.00000021
1952,0.204703,0.00000020
1953,0.109980,0.00000019
1954,0.169835,0.00000018
1955,0.062560,0.00000018
1956,0.071808,0.00000017
1957,0.113882,0.00000016
1958,0.122016,0.00000015
1959,0.218771,0.00000015
1960,0.068149,0.00000014
1961,0.193465,0.00000013
1962,0.089611,0.00000013
1963,0.116495,0.00000012
1964,0.125411,0.00000012
1965,0.073720,0.00000011
1966,0.117583,0.00000010
1967,0.196770,0.00000010
1968,0.139975,0.00000009
1969,0.095168,0.00000009
1970,0.088520,0.00000008
1971,0.138788,0.00000008
1972,0.085541,0.00000007
1973,0.131589,0.00000007
1974,0.272767,0.00000006
1975,0.075660,0.00000006
1976,0.114875,0.00000006
1977,0.170190,0.00000005
1978,0.072707,0.00000005
1979,0.108153,0.00000004
1980,0.075563,0.00000004
1981,0.189166,0.00000004
1982,0.128060,0.00000003
1983,0.170663,0.00000003
1984,0.080543,0.00000003
1985,0.205639,0.00000002
1986,0.115617,0.00000002
1987,0.118428,0.00000002
1988,0.129663,0.00000002
1989,0.092525,0.00000001
1990,0.134364,0.00000001
1991,0.111250,0.00000001
1992,0.087903,0.00000001
1993,0.165657,0.00000001
1994,0.098501,0.00000001
1995,0.041698,0.00000000
1996,0.240092,0.00000000
1997,0.176417,0.00000000
1998,0.091610,0.00000000
1999,0.089287,0.00000000
2000,0.191930,0.00000000
